age,age_onset,birthplace,filename,,male,61,usa,FALSE,english,578,
24,11,"diyarbakir, turkey",turkish34,,female,1781,curacao,FALSE,papiamentu,2,
24,11,"izmir, turkey",turkish35,,male,1783,curacao,FALSE,papiamentu,2,
26,12,"istanbul, turkey",turkish36,,female,293,bolivia,FALSE,quechua,2,
19,17,"panjakent, tajikistan",turkish37,,female,294,peru,FALSE,quechua,2,
20,14,"kayseri, turkey",turkish4,,female,659,fiji,FALSE,rotuman,2,
30,11,"istanbul, turkey",turkish5,,male,660,fiji,FALSE,rotuman,2,
19,14,"istanbul, turkey",turkish6,,male,312,federated states of micronesia,FALSE,satawalese,2,
19,13,"izmir, turkey",turkish7,,female,313,federated states of micronesia,FALSE,satawalese,2,
37,17,"sivas, turkey",turkish8,,female,599,zimbabwe,FALSE,shona,2,
25,11,"istanbul, turkey",turkish9,,female,1442,zimbabwe,FALSE,shona,2,
24,10,"balkanabat, turkmenistan",turkmen1,,female,645,slovenia,FALSE,slovenian,2,
25,12,"kumasi, ghana",twi1,,male,1053,slovenia,FALSE,slovenian,2,
33,6,"ajumako, ghana",twi2,,male,369,india,FALSE,telugu,2,
22,6,"tema, ghana",twi4,,male,370,india,FALSE,telugu,2,
19,5,"woodbridge, virginia, usa",twi5,,male,488,botswana,FALSE,tswana,2,
20,4,"kumasi, ghana",twi6,,female,1183,botswana,FALSE,tswana,2,
26,17,"kyiv, ukraine",ukrainian1,,male,788,senegal,TRUE,balanta,1,
25,7,"lvivska oblast, ukraine",ukrainian10,,male,1953,cameroon,TRUE,cameroon,1,
23,9,"odessa, ukraine",ukrainian11,,male,1037,nigeria,TRUE,fulfulde,1,
53,44,"akhtyrka, ukraine",ukrainian2,,female,1213,south africa,TRUE,northern,1,
55,12,"odessa, ukraine",ukrainian3,,male,425,india,TRUE,poonchi,1,
18,8,"kiev, ukraine",ukrainian4,,female,1001,timor-leste,TRUE,tetun-dili,1,
18,10,"kiev, ukraine",ukrainian5,,male,380,papua new guinea,TRUE,tok,1,
22,11,"priluki, ukraine",ukrainian6,,male,3,ivory coast,FALSE,agni,1,
18,8,"kiev, ukraine",ukrainian7,,male,979,ghana,FALSE,akan,1,
23,17,"luhansk, ukraine",ukrainian8,,female,1977,ghana,FALSE,ashanti,1,
30,20,"zaporizhzhya, ukraine",ukrainian9,,male,27,guinea,FALSE,baga,1,
22,18,"karachi, pakistan",urdu1,,female,28,china,FALSE,bai,1,
20,3,"karachi, pakistan",urdu10,,female,31,cameroon,FALSE,bamun,1,
20,6,"karachi, pakistan",urdu11,,female,50,northern mariana islands,FALSE,carolinian,1,
19,4,"islamabad, pakistan",urdu12,,female,565,philippines,FALSE,cebuano,1,
22,4,"lahore, pakistan",urdu13,,male,52,northern mariana islands,FALSE,chamorro,1,
21,10,"islamabad, pakistan",urdu14,,male,1020,malawi,FALSE,chichewa,1,
28,8,"mandi bahauddin, punjab, pakistan",urdu15,,male,708,bangladesh,FALSE,chittagonian,1,
22,5,"karachi, pakistan",urdu16,,male,415,sudan,FALSE,dinka,1,
48,6,"sialkot, pakistan",urdu2,,male,59,nigeria,FALSE,ebira,1,
25,3,"karachi, sind, pakistan",urdu3,,male,60,nigeria,FALSE,edo,1,
29,4,"kuwait city, kuwait",urdu4,,female,166,equatorial guinea,FALSE,fang,1,
23,12,"karachi, pakistan",urdu5,,male,1244,faroe islands,FALSE,faroese,1,
24,3,"bangalore, india",urdu6,,male,1000,timor-leste,FALSE,fataluku,1,
23,5,"islamabad, pakistan",urdu7,,male,187,netherlands,FALSE,frisian,1,
21,5,"abu dhabi, united arab emirates",urdu8,,male,1632,china,FALSE,gan,1,
20,5,"alexandria, virginia, usa",urdu9,,male,1090,ethiopia,FALSE,gedeo,1,
46,45,"urumqi, xin jiang, china",uyghur1,,male,914,singapore,FALSE,hainanese,1,
34,32,"kashgar, china",uyghur2,,female,1655,taiwan,FALSE,hakka,1,
49,29,"urumqi, xin jiang, china",uyghur3,,male,582,pakistan,FALSE,hindko,1,
39,39,"samarkand, uzbekistan",uzbek1,,male,1821,togo,FALSE,ife,1,
35,28,"kabul, afghanistan",uzbek2,,female,1902,philippines,FALSE,ilonggo,1,
40,8,"tashkent, uzbekistan",uzbek3,,male,1762,ireland,FALSE,irish,1,
35,12,"tashkent, uzbekistan",uzbek4,,male,784,senegal,FALSE,jola,1,
29,12,"can tho, vietnam",vietnamese1,,female,1190,algeria,FALSE,kabyle,1,
57,18,"quang nam, vietnam",vietnamese10,,male,1182,botswana,FALSE,kalanga,1,
67,15,"quang nam, vietnam",vietnamese11,,female,228,india,FALSE,kannada,1,
24,9,"can tho, vietnam",vietnamese12,,female,1049,nigeria,FALSE,kanuri,1,
23,6,"hanoi, vietnam",vietnamese13,,female,233,kyrgyzstan,FALSE,kirghiz,1,
51,20,"ho chi minh city, vietnam",vietnamese14,,female,438,india,FALSE,konkani,1,
29,15,"ho chi minh city, vietnam",vietnamese15,,female,1760,liberia,FALSE,kru,1,
52,17,"long xuyen, vietnam",vietnamese16,,male,247,indonesia,FALSE,lamaholot,1,
33,11,"ho chi minh city, vietnam",vietnamese17,,male,432,federated states of micronesia,FALSE,lamotrekese,1,
19,11,"saigon, vietnam",vietnamese18,,male,1158,democratic republic of congo,FALSE,lingala,1,
18,4,"ho chi minh city, vietnam",vietnamese19,,female,1296,luxembourg,FALSE,luxembourgeois,1,
29,25,"ho chi minh city, vietnam",vietnamese2,,male,1354,madagascar,FALSE,malagasy,1,
46,25,"haiphong, vietnam",vietnamese20,,male,263,sierra leone,FALSE,mandingo,1,
21,16,"hanoi, vietnam",vietnamese21,,male,789,senegal,FALSE,mandinka,1,
23,8,"bien hoa, vietnam",vietnamese22,,male,790,senegal,FALSE,mankanya,1,
28,9,"vinh long, vietnam",vietnamese3,,male,2072,myanmar,FALSE,mizo,1,
25,15,"hanoi, vietnam",vietnamese4,,male,999,togo,FALSE,moba,1,
34,31,"cam ranh, vietnam",vietnamese5,,female,269,burkina faso,FALSE,moore,1,
41,12,"ho chi minh city, vietnam",vietnamese6,,male,270,federated states of micronesia,FALSE,mortlockese,1,
29,18,"hue, vietnam",vietnamese7,,male,1104,namibia,FALSE,nama,1,
69,12,"ninh binh, vietnam",vietnamese8,,male,1193,kenya,FALSE,nandi,1,
20,14,"ho chi minh city, vietnam",vietnamese9,,female,2164,china,FALSE,naxi,1,
24,7,"tervuren, belgium",vlaams1,,male,707,nepal,FALSE,newari,1,
21,14,"turnhout, belgium",vlaams2,,male,1368,sudan,FALSE,nuer,1,
22,14,"herentals, belgium",vlaams3,,male,276,federated states of micronesia,FALSE,pohnpeian,1,
50,12,"ronse, belgium",vlaams4,,male,1272,burundi,FALSE,rundi,1,
21,12,"dakar, senegal",wolof1,,male,1038,rwanda,FALSE,rwanda,1,
37,11,"dakar, senegal",wolof2,,male,1200,solomon islands,FALSE,sa'a,1,
52,14,"khombole, senegal",wolof3,,female,310,switzerland,FALSE,sardinian,1,
56,12,"dagana, senegal",wolof4,,male,311,chad,FALSE,sarua,1,
30,13,"saint louis, senegal",wolof5,,male,780,senegal,FALSE,serer,1,
25,13,"dakar, senegal",wolof6,,female,703,lesotho,FALSE,sesotho,1,
30,12,"taizhou, zhejiang, china",wu1,,female,1967,myanmar,FALSE,shan,1,
35,15,"tambacounda, senegal",xasonga1,,male,1028,sudan,FALSE,shilluk,1,
50,14,"taipei, taiwan",xiang1,,male,316,sicily,FALSE,sicilian,1,
30,12,"changsha, hunan, china",xiang2,,male,424,pakistan,FALSE,sindhi,1,
36,13,"changsha, hunan, china",xiang3,,female,1912,sri lanka,FALSE,sinhala,1,
23,10,"zhuzhou, hunan, china",xiang4,,female,457,indonesia,FALSE,sundanese,1,
19,13,"yakutsk, russia",yakut1,,male,1008,guinea,FALSE,susu,1,
34,14,"yap island, federated states of micronesia",yapese1,,male,711,bangladesh,FALSE,sylheti,1,
60,8,"st. etienne, france",yiddish1,,male,362,china,FALSE,taishan,1,
78,6,"winnipeg, manitoba, canada",yiddish2,,female,368,russia,FALSE,tatar,1,
52,5,"brooklyn, new york, usa",yiddish3,,male,1905,sierra leone,FALSE,temne,1,
89,20,"vienna, austria",yiddish4,,female,569,china,FALSE,teochew,1,
86,26,"vilnius, lithuania",yiddish5,,male,1755,turkmenistan,FALSE,turkmen,1,
20,20,"cotonou, benin",yoruba1,,female,1646,china,FALSE,wu,1,
40,2,"ibadan, oyo, nigeria",yoruba2,,female,785,senegal,FALSE,xasonga,1,
46,5,"lagos, nigeria",yoruba3,,female,1252,russia,FALSE,yakut,1,
46,12,"lagos, nigeria",yoruba4,,female,433,federated states of micronesia,FALSE,yapese,1,
47,2,"ibadan, nigeria",yoruba5,,female,571,usa,FALSE,yupik,1,
31,1,"bethel, alaska, usa",yupik1,,female,406,zimbabwe,FALSE,zulu,1,
24,14,"bulawayo, zimbabwe",zulu1,,sex,speakerid,country,file_missing?,native_language,,
